Iteration,Group,Pglong,Category,Subcategory,DisplayName,Mean,Std,CV,N_Params,IsLog
7,pg0,npfklayer1-gr,Hydraulic Conductivity,K-grid,K (grid),-0.09013333302739057,1.226150947859955,1360.3745769473994,826,True
7,pg1,npfklayer1-pp,Hydraulic Conductivity,K-pilot,K (pilot),-0.056957524402484964,1.0793816149243303,1895.064131118098,9,True
7,pg2,npfklayer1-cn,Hydraulic Conductivity,K-constant,K (constant),0.05475672463735635,1.0836067815281119,1978.9474054641487,1,True
7,pg3,stosslayer1-gr,Storage,S-grid,S (grid),-0.007964397767079004,0.9385315301862284,11784.086601822764,826,True
7,pg4,stosslayer1-pp,Storage,S-pilot,S (pilot),-0.0979731542102539,0.9147716578008546,933.6962407454207,9,True
7,pg5,stosslayer1-cn,Storage,S-constant,S (constant),-0.31035749839744187,0.882496503646208,284.34837508455763,1,True
7,pg6,rchss-past-gr,Recharge,RCH-steady,RCH-SS (grid),-0.04719524742295291,0.6150811837695107,1303.2693276449959,826,True
7,pg7,rchss-past-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.31085581018619163,0.5560106913714143,178.86450024478668,9,True
7,pg8,rchss-past-cn,Recharge,RCH-steady,RCH-SS (constant),-0.4440332858301708,0.549773520307993,123.813582866908,1,True
7,pg9,rchtr-gr,Recharge,RCH-transient,RCH-TR (grid),-0.11105006899962933,0.6277135736467693,565.25275427687,826,True
7,pg10,rchtr-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.3226215671176641,0.5306045439441506,164.46654471510658,9,True
7,pg11,rchtr-cn,Recharge,RCH-transient,RCH-TR (constant),-0.3451395463404781,0.5121242230969626,148.38178601294072,1,True
7,pg12,rchtr-past-gr,Recharge,RCH-transient,RCH-TR (grid),-0.08196582959314629,0.6181375843624928,754.1405820336862,826,True
7,pg13,rchtr-past-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.3091864723513561,0.534102799635179,172.74455624573073,9,True
7,pg14,rchtr-past-cn,Recharge,RCH-transient,RCH-TR (constant),-0.41690427038321126,0.5131499240036239,123.08579222082454,1,True
7,pg15,rchss-gr,Recharge,RCH-steady,RCH-SS (grid),-0.09627147563083198,0.6259190023799559,650.1603909969555,826,True
7,pg16,rchss-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.2921804022878895,0.550599753041846,188.44513483123083,9,True
7,pg17,rchss-cn,Recharge,RCH-steady,RCH-SS (constant),-0.3990403012018318,0.5213120319364948,130.64144908832625,1,True
7,pg18,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,Awanui cond (grid),0.11708028299090444,2.477195092316126,2115.8089381356986,53,True
7,pg19,ghbaw-cond-cn,GHB Conductance,GHB-Awanui-cond,Awanui cond (constant),0.33380858336012703,2.3278202887518096,697.3518371876187,1,True
7,pg20,ghbpw-cond-gr,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (grid),0.2038771304434317,2.482468782434154,1217.6298425599757,37,True
7,pg21,ghbpw-cond-cn,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (constant),-0.04999376473926772,2.5423560898061974,5085.3463488203715,1,True
7,pg22,ghbspring-cond-gr,GHB Conductance,GHB-Spring-cond,Spring cond (grid),-0.39675722655803125,2.385208050567998,601.1757041605209,21,True
7,pg23,ghbspring-cond-cn,GHB Conductance,GHB-Spring-cond,Spring cond (constant),-0.5227328308916229,2.2635784214668546,433.02778928307976,1,True
8,pg0,npfklayer1-gr,Hydraulic Conductivity,K-grid,K (grid),-0.08994665949616484,1.3351992184898775,1484.434470350517,826,True
8,pg1,npfklayer1-pp,Hydraulic Conductivity,K-pilot,K (pilot),-0.05692961265263039,1.2932300200792002,2271.6297543953997,9,True
8,pg2,npfklayer1-cn,Hydraulic Conductivity,K-constant,K (constant),0.05470725190715595,1.3466239521843066,2461.509041743993,1,True
8,pg3,stosslayer1-gr,Storage,S-grid,S (grid),-0.007938807546924923,0.9985900609828517,12578.590110420968,826,True
8,pg4,stosslayer1-pp,Storage,S-pilot,S (pilot),-0.09788943935893069,1.0036931162539193,1025.3333994218551,9,True
