kper,kstp,time,k,i,j,SPq,pk4-spr-diff,weight,std
4,28,82.0,0,23,23,9.22895816653596,1.0,0.0,0
4,29,83.0,0,12,18,9.22895816653596,1.0,0.0,0
4,29,83.0,0,12,24,9.22895816653596,1.0,0.0,0
4,29,83.0,0,12,25,9.22895816653596,1.0,0.0,0
4,29,83.0,0,13,19,9.22895816653596,1.0,0.0,0
4,29,83.0,0,13,23,9.22895816653596,1.0,0.0,0
4,29,83.0,0,13,26,9.22895816653596,1.0,0.0,0
4,29,83.0,0,14,19,9.22895816653596,1.0,0.0,0
4,29,83.0,0,14,20,9.22895816653596,1.0,0.0,0
4,29,83.0,0,14,21,9.22895816653596,1.0,0.0,0
4,29,83.0,0,14,22,9.22895816653596,1.0,0.0,0
4,29,83.0,0,14,26,9.22895816653596,1.0,0.0,0
4,29,83.0,0,15,27,9.22895816653596,1.0,0.0,0
4,29,83.0,0,16,27,9.22895816653596,1.0,0.0,0
4,29,83.0,0,17,27,9.22895816653596,1.0,0.0,0
4,29,83.0,0,18,27,9.22895816653596,1.0,0.0,0
4,29,83.0,0,19,25,9.22895816653596,1.0,0.0,0
4,29,83.0,0,19,26,9.22895816653596,1.0,0.0,0
4,29,83.0,0,20,24,9.22895816653596,1.0,0.0,0
4,29,83.0,0,21,24,9.22895816653596,1.0,0.0,0
4,29,83.0,0,22,24,9.22895816653596,1.0,0.0,0
4,29,83.0,0,23,23,9.22895816653596,1.0,0.0,0
4,30,84.0,0,12,18,9.22895816653596,1.0,0.0,0
4,30,84.0,0,12,24,9.22895816653596,1.0,0.0,0
4,30,84.0,0,12,25,9.22895816653596,1.0,0.0,0
4,30,84.0,0,13,19,9.22895816653596,1.0,0.0,0
4,30,84.0,0,13,23,9.22895816653596,1.0,0.0,0
4,30,84.0,0,13,26,9.22895816653596,1.0,0.0,0
4,30,84.0,0,14,19,9.22895816653596,1.0,0.0,0
4,30,84.0,0,14,20,9.22895816653596,1.0,0.0,0
4,30,84.0,0,14,21,9.22895816653596,1.0,0.0,0
4,30,84.0,0,14,22,9.22895816653596,1.0,0.0,0
4,30,84.0,0,14,26,9.22895816653596,1.0,0.0,0
4,30,84.0,0,15,27,9.22895816653596,1.0,0.0,0
4,30,84.0,0,16,27,9.22895816653596,1.0,0.0,0
4,30,84.0,0,17,27,9.22895816653596,1.0,0.0,0
4,30,84.0,0,18,27,9.22895816653596,1.0,0.0,0
4,30,84.0,0,19,25,9.22895816653596,1.0,0.0,0
4,30,84.0,0,19,26,9.22895816653596,1.0,0.0,0
4,30,84.0,0,20,24,9.22895816653596,1.0,0.0,0
4,30,84.0,0,21,24,9.22895816653596,1.0,0.0,0
4,30,84.0,0,22,24,9.22895816653596,1.0,0.0,0
4,30,84.0,0,23,23,9.22895816653596,1.0,0.0,0
4,31,85.0,0,12,18,9.22895816653596,1.0,0.0,0
4,31,85.0,0,12,24,9.22895816653596,1.0,0.0,0
4,31,85.0,0,12,25,9.22895816653596,1.0,0.0,0
4,31,85.0,0,13,19,9.22895816653596,1.0,0.0,0
4,31,85.0,0,13,23,9.22895816653596,1.0,0.0,0
4,31,85.0,0,13,26,9.22895816653596,1.0,0.0,0
4,31,85.0,0,14,19,9.22895816653596,1.0,0.0,0
4,31,85.0,0,14,20,9.22895816653596,1.0,0.0,0
4,31,85.0,0,14,21,9.22895816653596,1.0,0.0,0
4,31,85.0,0,14,22,9.22895816653596,1.0,0.0,0
4,31,85.0,0,14,26,9.22895816653596,1.0,0.0,0
4,31,85.0,0,15,27,9.22895816653596,1.0,0.0,0
4,31,85.0,0,16,27,9.22895816653596,1.0,0.0,0
4,31,85.0,0,17,27,9.22895816653596,1.0,0.0,0
4,31,85.0,0,18,27,9.22895816653596,1.0,0.0,0
4,31,85.0,0,19,25,9.22895816653596,1.0,0.0,0
4,31,85.0,0,19,26,9.22895816653596,1.0,0.0,0
4,31,85.0,0,20,24,9.22895816653596,1.0,0.0,0
4,31,85.0,0,21,24,9.22895816653596,1.0,0.0,0
4,31,85.0,0,22,24,9.22895816653596,1.0,0.0,0
4,31,85.0,0,23,23,9.22895816653596,1.0,0.0,0
4,32,86.0,0,12,18,9.22895816653596,1.0,0.0,0
4,32,86.0,0,12,24,9.22895816653596,1.0,0.0,0
4,32,86.0,0,12,25,9.22895816653596,1.0,0.0,0
4,32,86.0,0,13,19,9.22895816653596,1.0,0.0,0
4,32,86.0,0,13,23,9.22895816653596,1.0,0.0,0
4,32,86.0,0,13,26,9.22895816653596,1.0,0.0,0
4,32,86.0,0,14,19,9.22895816653596,1.0,0.0,0
4,32,86.0,0,14,20,9.22895816653596,1.0,0.0,0
4,32,86.0,0,14,21,9.22895816653596,1.0,0.0,0
4,32,86.0,0,14,22,9.22895816653596,1.0,0.0,0
4,32,86.0,0,14,26,9.22895816653596,1.0,0.0,0
4,32,86.0,0,15,27,9.22895816653596,1.0,0.0,0
4,32,86.0,0,16,27,9.22895816653596,1.0,0.0,0
4,32,86.0,0,17,27,9.22895816653596,1.0,0.0,0
4,32,86.0,0,18,27,9.22895816653596,1.0,0.0,0
4,32,86.0,0,19,25,9.22895816653596,1.0,0.0,0
4,32,86.0,0,19,26,9.22895816653596,1.0,0.0,0
4,32,86.0,0,20,24,9.22895816653596,1.0,0.0,0
4,32,86.0,0,21,24,9.22895816653596,1.0,0.0,0
4,32,86.0,0,22,24,9.22895816653596,1.0,0.0,0
4,32,86.0,0,23,23,9.22895816653596,1.0,0.0,0
4,33,87.0,0,12,18,9.22895816653596,1.0,0.0,0
4,33,87.0,0,12,24,9.22895816653596,1.0,0.0,0
4,33,87.0,0,12,25,9.22895816653596,1.0,0.0,0
4,33,87.0,0,13,19,9.22895816653596,1.0,0.0,0
4,33,87.0,0,13,23,9.22895816653596,1.0,0.0,0
4,33,87.0,0,13,26,9.22895816653596,1.0,0.0,0
4,33,87.0,0,14,19,9.22895816653596,1.0,0.0,0
4,33,87.0,0,14,20,9.22895816653596,1.0,0.0,0
4,33,87.0,0,14,21,9.22895816653596,1.0,0.0,0
4,33,87.0,0,14,22,9.22895816653596,1.0,0.0,0
4,33,87.0,0,14,26,9.22895816653596,1.0,0.0,0
4,33,87.0,0,15,27,9.22895816653596,1.0,0.0,0
4,33,87.0,0,16,27,9.22895816653596,1.0,0.0,0
4,33,87.0,0,17,27,9.22895816653596,1.0,0.0,0
4,33,87.0,0,18,27,9.22895816653596,1.0,0.0,0
4,33,87.0,0,19,25,9.22895816653596,1.0,0.0,0
4,33,87.0,0,19,26,9.22895816653596,1.0,0.0,0
4,33,87.0,0,20,24,9.22895816653596,1.0,0.0,0
4,33,87.0,0,21,24,9.22895816653596,1.0,0.0,0
4,33,87.0,0,22,24,9.22895816653596,1.0,0.0,0
4,33,87.0,0,23,23,9.22895816653596,1.0,0.0,0
4,34,88.0,0,12,18,9.22895816653596,1.0,0.0,0
4,34,88.0,0,12,24,9.22895816653596,1.0,0.0,0
4,34,88.0,0,12,25,9.22895816653596,1.0,0.0,0
4,34,88.0,0,13,19,9.22895816653596,1.0,0.0,0
4,34,88.0,0,13,23,9.22895816653596,1.0,0.0,0
4,34,88.0,0,13,26,9.22895816653596,1.0,0.0,0
4,34,88.0,0,14,19,9.22895816653596,1.0,0.0,0
4,34,88.0,0,14,20,9.22895816653596,1.0,0.0,0
4,34,88.0,0,14,21,9.22895816653596,1.0,0.0,0
4,34,88.0,0,14,22,9.22895816653596,1.0,0.0,0
4,34,88.0,0,14,26,9.22895816653596,1.0,0.0,0
4,34,88.0,0,15,27,9.22895816653596,1.0,0.0,0
4,34,88.0,0,16,27,9.22895816653596,1.0,0.0,0
4,34,88.0,0,17,27,9.22895816653596,1.0,0.0,0
4,34,88.0,0,18,27,9.22895816653596,1.0,0.0,0
4,34,88.0,0,19,25,9.22895816653596,1.0,0.0,0
4,34,88.0,0,19,26,9.22895816653596,1.0,0.0,0
4,34,88.0,0,20,24,9.22895816653596,1.0,0.0,0
4,34,88.0,0,21,24,9.22895816653596,1.0,0.0,0
4,34,88.0,0,22,24,9.22895816653596,1.0,0.0,0
4,34,88.0,0,23,23,9.22895816653596,1.0,0.0,0
4,35,89.0,0,12,18,9.22895816653596,1.0,0.0,0
4,35,89.0,0,12,24,9.22895816653596,1.0,0.0,0
4,35,89.0,0,12,25,9.22895816653596,1.0,0.0,0
4,35,89.0,0,13,19,9.22895816653596,1.0,0.0,0
4,35,89.0,0,13,23,9.22895816653596,1.0,0.0,0
4,35,89.0,0,13,26,9.22895816653596,1.0,0.0,0
4,35,89.0,0,14,19,9.22895816653596,1.0,0.0,0
4,35,89.0,0,14,20,9.22895816653596,1.0,0.0,0
4,35,89.0,0,14,21,9.22895816653596,1.0,0.0,0
4,35,89.0,0,14,22,9.22895816653596,1.0,0.0,0
4,35,89.0,0,14,26,9.22895816653596,1.0,0.0,0
4,35,89.0,0,15,27,9.22895816653596,1.0,0.0,0
4,35,89.0,0,16,27,9.22895816653596,1.0,0.0,0
4,35,89.0,0,17,27,9.22895816653596,1.0,0.0,0
4,35,89.0,0,18,27,9.22895816653596,1.0,0.0,0
4,35,89.0,0,19,25,9.22895816653596,1.0,0.0,0
4,35,89.0,0,19,26,9.22895816653596,1.0,0.0,0
4,35,89.0,0,20,24,9.22895816653596,1.0,0.0,0
4,35,89.0,0,21,24,9.22895816653596,1.0,0.0,0
4,35,89.0,0,22,24,9.22895816653596,1.0,0.0,0
4,35,89.0,0,23,23,9.22895816653596,1.0,0.0,0
4,36,90.0,0,12,18,9.22895816653596,1.0,0.0,0
4,36,90.0,0,12,24,9.22895816653596,1.0,0.0,0
4,36,90.0,0,12,25,9.22895816653596,1.0,0.0,0
4,36,90.0,0,13,19,9.22895816653596,1.0,0.0,0
4,36,90.0,0,13,23,9.22895816653596,1.0,0.0,0
4,36,90.0,0,13,26,9.22895816653596,1.0,0.0,0
4,36,90.0,0,14,19,9.22895816653596,1.0,0.0,0
4,36,90.0,0,14,20,9.22895816653596,1.0,0.0,0
4,36,90.0,0,14,21,9.22895816653596,1.0,0.0,0
4,36,90.0,0,14,22,9.22895816653596,1.0,0.0,0
4,36,90.0,0,14,26,9.22895816653596,1.0,0.0,0
4,36,90.0,0,15,27,9.22895816653596,1.0,0.0,0
4,36,90.0,0,16,27,9.22895816653596,1.0,0.0,0
4,36,90.0,0,17,27,9.22895816653596,1.0,0.0,0
4,36,90.0,0,18,27,9.22895816653596,1.0,0.0,0
4,36,90.0,0,19,25,9.22895816653596,1.0,0.0,0
4,36,90.0,0,19,26,9.22895816653596,1.0,0.0,0
4,36,90.0,0,20,24,9.22895816653596,1.0,0.0,0
4,36,90.0,0,21,24,9.22895816653596,1.0,0.0,0
4,36,90.0,0,22,24,9.22895816653596,1.0,0.0,0
4,36,90.0,0,23,23,9.22895816653596,1.0,0.0,0
4,37,91.0,0,12,18,9.22895816653596,1.0,0.0,0
4,37,91.0,0,12,24,9.22895816653596,1.0,0.0,0
4,37,91.0,0,12,25,9.22895816653596,1.0,0.0,0
4,37,91.0,0,13,19,9.22895816653596,1.0,0.0,0
4,37,91.0,0,13,23,9.22895816653596,1.0,0.0,0
4,37,91.0,0,13,26,9.22895816653596,1.0,0.0,0
4,37,91.0,0,14,19,9.22895816653596,1.0,0.0,0
4,37,91.0,0,14,20,9.22895816653596,1.0,0.0,0
4,37,91.0,0,14,21,9.22895816653596,1.0,0.0,0
4,37,91.0,0,14,22,9.22895816653596,1.0,0.0,0
4,37,91.0,0,14,26,9.22895816653596,1.0,0.0,0
4,37,91.0,0,15,27,9.22895816653596,1.0,0.0,0
4,37,91.0,0,16,27,9.22895816653596,1.0,0.0,0
4,37,91.0,0,17,27,9.22895816653596,1.0,0.0,0
4,37,91.0,0,18,27,9.22895816653596,1.0,0.0,0
4,37,91.0,0,19,25,9.22895816653596,1.0,0.0,0
4,37,91.0,0,19,26,9.22895816653596,1.0,0.0,0
4,37,91.0,0,20,24,9.22895816653596,1.0,0.0,0
4,37,91.0,0,21,24,9.22895816653596,1.0,0.0,0
4,37,91.0,0,22,24,9.22895816653596,1.0,0.0,0
4,37,91.0,0,23,23,9.22895816653596,1.0,0.0,0
4,38,92.0,0,12,18,9.22895816653596,1.0,0.0,0
4,38,92.0,0,12,24,9.22895816653596,1.0,0.0,0
4,38,92.0,0,12,25,9.22895816653596,1.0,0.0,0
4,38,92.0,0,13,19,9.22895816653596,1.0,0.0,0
4,38,92.0,0,13,23,9.22895816653596,1.0,0.0,0
4,38,92.0,0,13,26,9.22895816653596,1.0,0.0,0
4,38,92.0,0,14,19,9.22895816653596,1.0,0.0,0
4,38,92.0,0,14,20,9.22895816653596,1.0,0.0,0
4,38,92.0,0,14,21,9.22895816653596,1.0,0.0,0
4,38,92.0,0,14,22,9.22895816653596,1.0,0.0,0
4,38,92.0,0,14,26,9.22895816653596,1.0,0.0,0
4,38,92.0,0,15,27,9.22895816653596,1.0,0.0,0
4,38,92.0,0,16,27,9.22895816653596,1.0,0.0,0
4,38,92.0,0,17,27,9.22895816653596,1.0,0.0,0
4,38,92.0,0,18,27,9.22895816653596,1.0,0.0,0
4,38,92.0,0,19,25,9.22895816653596,1.0,0.0,0
4,38,92.0,0,19,26,9.22895816653596,1.0,0.0,0
4,38,92.0,0,20,24,9.22895816653596,1.0,0.0,0
4,38,92.0,0,21,24,9.22895816653596,1.0,0.0,0
4,38,92.0,0,22,24,9.22895816653596,1.0,0.0,0
4,38,92.0,0,23,23,9.22895816653596,1.0,0.0,0
4,39,93.0,0,12,18,9.22895816653596,1.0,0.0,0
4,39,93.0,0,12,24,9.22895816653596,1.0,0.0,0
4,39,93.0,0,12,25,9.22895816653596,1.0,0.0,0
4,39,93.0,0,13,19,9.22895816653596,1.0,0.0,0
4,39,93.0,0,13,23,9.22895816653596,1.0,0.0,0
4,39,93.0,0,13,26,9.22895816653596,1.0,0.0,0
4,39,93.0,0,14,19,9.22895816653596,1.0,0.0,0
4,39,93.0,0,14,20,9.22895816653596,1.0,0.0,0
4,39,93.0,0,14,21,9.22895816653596,1.0,0.0,0
4,39,93.0,0,14,22,9.22895816653596,1.0,0.0,0
4,39,93.0,0,14,26,9.22895816653596,1.0,0.0,0
4,39,93.0,0,15,27,9.22895816653596,1.0,0.0,0
4,39,93.0,0,16,27,9.22895816653596,1.0,0.0,0
4,39,93.0,0,17,27,9.22895816653596,1.0,0.0,0
4,39,93.0,0,18,27,9.22895816653596,1.0,0.0,0
4,39,93.0,0,19,25,9.22895816653596,1.0,0.0,0
4,39,93.0,0,19,26,9.22895816653596,1.0,0.0,0
4,39,93.0,0,20,24,9.22895816653596,1.0,0.0,0
4,39,93.0,0,21,24,9.22895816653596,1.0,0.0,0
4,39,93.0,0,22,24,9.22895816653596,1.0,0.0,0
4,39,93.0,0,23,23,9.22895816653596,1.0,0.0,0
4,40,94.0,0,12,18,9.22895816653596,1.0,0.0,0
4,40,94.0,0,12,24,9.22895816653596,1.0,0.0,0
4,40,94.0,0,12,25,9.22895816653596,1.0,0.0,0
4,40,94.0,0,13,19,9.22895816653596,1.0,0.0,0
4,40,94.0,0,13,23,9.22895816653596,1.0,0.0,0
4,40,94.0,0,13,26,9.22895816653596,1.0,0.0,0
4,40,94.0,0,14,19,9.22895816653596,1.0,0.0,0
4,40,94.0,0,14,20,9.22895816653596,1.0,0.0,0
4,40,94.0,0,14,21,9.22895816653596,1.0,0.0,0
4,40,94.0,0,14,22,9.22895816653596,1.0,0.0,0
4,40,94.0,0,14,26,9.22895816653596,1.0,0.0,0
4,40,94.0,0,15,27,9.22895816653596,1.0,0.0,0
4,40,94.0,0,16,27,9.22895816653596,1.0,0.0,0
4,40,94.0,0,17,27,9.22895816653596,1.0,0.0,0
4,40,94.0,0,18,27,9.22895816653596,1.0,0.0,0
4,40,94.0,0,19,25,9.22895816653596,1.0,0.0,0
4,40,94.0,0,19,26,9.22895816653596,1.0,0.0,0
4,40,94.0,0,20,24,9.22895816653596,1.0,0.0,0
4,40,94.0,0,21,24,9.22895816653596,1.0,0.0,0
4,40,94.0,0,22,24,9.22895816653596,1.0,0.0,0
4,40,94.0,0,23,23,9.22895816653596,1.0,0.0,0
4,41,95.0,0,12,18,9.22895816653596,1.0,0.0,0
4,41,95.0,0,12,24,9.22895816653596,1.0,0.0,0
4,41,95.0,0,12,25,9.22895816653596,1.0,0.0,0
4,41,95.0,0,13,19,9.22895816653596,1.0,0.0,0
4,41,95.0,0,13,23,9.22895816653596,1.0,0.0,0
4,41,95.0,0,13,26,9.22895816653596,1.0,0.0,0
4,41,95.0,0,14,19,9.22895816653596,1.0,0.0,0
4,41,95.0,0,14,20,9.22895816653596,1.0,0.0,0
4,41,95.0,0,14,21,9.22895816653596,1.0,0.0,0
4,41,95.0,0,14,22,9.22895816653596,1.0,0.0,0
4,41,95.0,0,14,26,9.22895816653596,1.0,0.0,0
4,41,95.0,0,15,27,9.22895816653596,1.0,0.0,0
4,41,95.0,0,16,27,9.22895816653596,1.0,0.0,0
4,41,95.0,0,17,27,9.22895816653596,1.0,0.0,0
4,41,95.0,0,18,27,9.22895816653596,1.0,0.0,0
4,41,95.0,0,19,25,9.22895816653596,1.0,0.0,0
4,41,95.0,0,19,26,9.22895816653596,1.0,0.0,0
4,41,95.0,0,20,24,9.22895816653596,1.0,0.0,0
4,41,95.0,0,21,24,9.22895816653596,1.0,0.0,0
4,41,95.0,0,22,24,9.22895816653596,1.0,0.0,0
4,41,95.0,0,23,23,9.22895816653596,1.0,0.0,0
4,42,96.0,0,12,18,9.22895816653596,1.0,0.0,0
4,42,96.0,0,12,24,9.22895816653596,1.0,0.0,0
4,42,96.0,0,12,25,9.22895816653596,1.0,0.0,0
4,42,96.0,0,13,19,9.22895816653596,1.0,0.0,0
4,42,96.0,0,13,23,9.22895816653596,1.0,0.0,0
4,42,96.0,0,13,26,9.22895816653596,1.0,0.0,0
4,42,96.0,0,14,19,9.22895816653596,1.0,0.0,0
4,42,96.0,0,14,20,9.22895816653596,1.0,0.0,0
4,42,96.0,0,14,21,9.22895816653596,1.0,0.0,0
4,42,96.0,0,14,22,9.22895816653596,1.0,0.0,0
4,42,96.0,0,14,26,9.22895816653596,1.0,0.0,0
4,42,96.0,0,15,27,9.22895816653596,1.0,0.0,0
4,42,96.0,0,16,27,9.22895816653596,1.0,0.0,0
4,42,96.0,0,17,27,9.22895816653596,1.0,0.0,0
4,42,96.0,0,18,27,9.22895816653596,1.0,0.0,0
4,42,96.0,0,19,25,9.22895816653596,1.0,0.0,0
4,42,96.0,0,19,26,9.22895816653596,1.0,0.0,0
4,42,96.0,0,20,24,9.22895816653596,1.0,0.0,0
4,42,96.0,0,21,24,9.22895816653596,1.0,0.0,0
4,42,96.0,0,22,24,9.22895816653596,1.0,0.0,0
4,42,96.0,0,23,23,9.22895816653596,1.0,0.0,0
4,43,97.0,0,12,18,9.22895816653596,1.0,0.0,0
4,43,97.0,0,12,24,9.22895816653596,1.0,0.0,0
4,43,97.0,0,12,25,9.22895816653596,1.0,0.0,0
4,43,97.0,0,13,19,9.22895816653596,1.0,0.0,0
4,43,97.0,0,13,23,9.22895816653596,1.0,0.0,0
4,43,97.0,0,13,26,9.22895816653596,1.0,0.0,0
4,43,97.0,0,14,19,9.22895816653596,1.0,0.0,0
4,43,97.0,0,14,20,9.22895816653596,1.0,0.0,0
4,43,97.0,0,14,21,9.22895816653596,1.0,0.0,0
4,43,97.0,0,14,22,9.22895816653596,1.0,0.0,0
4,43,97.0,0,14,26,9.22895816653596,1.0,0.0,0
4,43,97.0,0,15,27,9.22895816653596,1.0,0.0,0
4,43,97.0,0,16,27,9.22895816653596,1.0,0.0,0
4,43,97.0,0,17,27,9.22895816653596,1.0,0.0,0
4,43,97.0,0,18,27,9.22895816653596,1.0,0.0,0
4,43,97.0,0,19,25,9.22895816653596,1.0,0.0,0
4,43,97.0,0,19,26,9.22895816653596,1.0,0.0,0
4,43,97.0,0,20,24,9.22895816653596,1.0,0.0,0
4,43,97.0,0,21,24,9.22895816653596,1.0,0.0,0
4,43,97.0,0,22,24,9.22895816653596,1.0,0.0,0
4,43,97.0,0,23,23,9.22895816653596,1.0,0.0,0
4,44,98.0,0,12,18,9.22895816653596,1.0,0.0,0
4,44,98.0,0,12,24,9.22895816653596,1.0,0.0,0
4,44,98.0,0,12,25,9.22895816653596,1.0,0.0,0
4,44,98.0,0,13,19,9.22895816653596,1.0,0.0,0
4,44,98.0,0,13,23,9.22895816653596,1.0,0.0,0
4,44,98.0,0,13,26,9.22895816653596,1.0,0.0,0
4,44,98.0,0,14,19,9.22895816653596,1.0,0.0,0
4,44,98.0,0,14,20,9.22895816653596,1.0,0.0,0
4,44,98.0,0,14,21,9.22895816653596,1.0,0.0,0
4,44,98.0,0,14,22,9.22895816653596,1.0,0.0,0
4,44,98.0,0,14,26,9.22895816653596,1.0,0.0,0
4,44,98.0,0,15,27,9.22895816653596,1.0,0.0,0
4,44,98.0,0,16,27,9.22895816653596,1.0,0.0,0
4,44,98.0,0,17,27,9.22895816653596,1.0,0.0,0
4,44,98.0,0,18,27,9.22895816653596,1.0,0.0,0
4,44,98.0,0,19,25,9.22895816653596,1.0,0.0,0
4,44,98.0,0,19,26,9.22895816653596,1.0,0.0,0
4,44,98.0,0,20,24,9.22895816653596,1.0,0.0,0
4,44,98.0,0,21,24,9.22895816653596,1.0,0.0,0
4,44,98.0,0,22,24,9.22895816653596,1.0,0.0,0
4,44,98.0,0,23,23,9.22895816653596,1.0,0.0,0
4,45,99.0,0,12,18,9.22895816653596,1.0,0.0,0
4,45,99.0,0,12,24,9.22895816653596,1.0,0.0,0
4,45,99.0,0,12,25,9.22895816653596,1.0,0.0,0
4,45,99.0,0,13,19,9.22895816653596,1.0,0.0,0
4,45,99.0,0,13,23,9.22895816653596,1.0,0.0,0
4,45,99.0,0,13,26,9.22895816653596,1.0,0.0,0
4,45,99.0,0,14,19,9.22895816653596,1.0,0.0,0
4,45,99.0,0,14,20,9.22895816653596,1.0,0.0,0
4,45,99.0,0,14,21,9.22895816653596,1.0,0.0,0
4,45,99.0,0,14,22,9.22895816653596,1.0,0.0,0
4,45,99.0,0,14,26,9.22895816653596,1.0,0.0,0
4,45,99.0,0,15,27,9.22895816653596,1.0,0.0,0
4,45,99.0,0,16,27,9.22895816653596,1.0,0.0,0
4,45,99.0,0,17,27,9.22895816653596,1.0,0.0,0
4,45,99.0,0,18,27,9.22895816653596,1.0,0.0,0
4,45,99.0,0,19,25,9.22895816653596,1.0,0.0,0
4,45,99.0,0,19,26,9.22895816653596,1.0,0.0,0
4,45,99.0,0,20,24,9.22895816653596,1.0,0.0,0
4,45,99.0,0,21,24,9.22895816653596,1.0,0.0,0
4,45,99.0,0,22,24,9.22895816653596,1.0,0.0,0
4,45,99.0,0,23,23,9.22895816653596,1.0,0.0,0
4,46,100.0,0,12,18,9.22895816653596,1.0,0.0,0
4,46,100.0,0,12,24,9.22895816653596,1.0,0.0,0
4,46,100.0,0,12,25,9.22895816653596,1.0,0.0,0
4,46,100.0,0,13,19,9.22895816653596,1.0,0.0,0
4,46,100.0,0,13,23,9.22895816653596,1.0,0.0,0
4,46,100.0,0,13,26,9.22895816653596,1.0,0.0,0
4,46,100.0,0,14,19,9.22895816653596,1.0,0.0,0
4,46,100.0,0,14,20,9.22895816653596,1.0,0.0,0
4,46,100.0,0,14,21,9.22895816653596,1.0,0.0,0
4,46,100.0,0,14,22,9.22895816653596,1.0,0.0,0
4,46,100.0,0,14,26,9.22895816653596,1.0,0.0,0
4,46,100.0,0,15,27,9.22895816653596,1.0,0.0,0
4,46,100.0,0,16,27,9.22895816653596,1.0,0.0,0
4,46,100.0,0,17,27,9.22895816653596,1.0,0.0,0
4,46,100.0,0,18,27,9.22895816653596,1.0,0.0,0
4,46,100.0,0,19,25,9.22895816653596,1.0,0.0,0
4,46,100.0,0,19,26,9.22895816653596,1.0,0.0,0
4,46,100.0,0,20,24,9.22895816653596,1.0,0.0,0
4,46,100.0,0,21,24,9.22895816653596,1.0,0.0,0
4,46,100.0,0,22,24,9.22895816653596,1.0,0.0,0
4,46,100.0,0,23,23,9.22895816653596,1.0,0.0,0
4,47,101.0,0,12,18,9.22895816653596,1.0,0.0,0
4,47,101.0,0,12,24,9.22895816653596,1.0,0.0,0
4,47,101.0,0,12,25,9.22895816653596,1.0,0.0,0
4,47,101.0,0,13,19,9.22895816653596,1.0,0.0,0
4,47,101.0,0,13,23,9.22895816653596,1.0,0.0,0
4,47,101.0,0,13,26,9.22895816653596,1.0,0.0,0
4,47,101.0,0,14,19,9.22895816653596,1.0,0.0,0
4,47,101.0,0,14,20,9.22895816653596,1.0,0.0,0
4,47,101.0,0,14,21,9.22895816653596,1.0,0.0,0
4,47,101.0,0,14,22,9.22895816653596,1.0,0.0,0
4,47,101.0,0,14,26,9.22895816653596,1.0,0.0,0
4,47,101.0,0,15,27,9.22895816653596,1.0,0.0,0
4,47,101.0,0,16,27,9.22895816653596,1.0,0.0,0
4,47,101.0,0,17,27,9.22895816653596,1.0,0.0,0
4,47,101.0,0,18,27,9.22895816653596,1.0,0.0,0
4,47,101.0,0,19,25,9.22895816653596,1.0,0.0,0
4,47,101.0,0,19,26,9.22895816653596,1.0,0.0,0
4,47,101.0,0,20,24,9.22895816653596,1.0,0.0,0
4,47,101.0,0,21,24,9.22895816653596,1.0,0.0,0
4,47,101.0,0,22,24,9.22895816653596,1.0,0.0,0
4,47,101.0,0,23,23,9.22895816653596,1.0,0.0,0
4,48,102.0,0,12,18,9.22895816653596,1.0,0.0,0
4,48,102.0,0,12,24,9.22895816653596,1.0,0.0,0
4,48,102.0,0,12,25,9.22895816653596,1.0,0.0,0
4,48,102.0,0,13,19,9.22895816653596,1.0,0.0,0
4,48,102.0,0,13,23,9.22895816653596,1.0,0.0,0
4,48,102.0,0,13,26,9.22895816653596,1.0,0.0,0
4,48,102.0,0,14,19,9.22895816653596,1.0,0.0,0
4,48,102.0,0,14,20,9.22895816653596,1.0,0.0,0
4,48,102.0,0,14,21,9.22895816653596,1.0,0.0,0
4,48,102.0,0,14,22,9.22895816653596,1.0,0.0,0
4,48,102.0,0,14,26,9.22895816653596,1.0,0.0,0
4,48,102.0,0,15,27,9.22895816653596,1.0,0.0,0
4,48,102.0,0,16,27,9.22895816653596,1.0,0.0,0
4,48,102.0,0,17,27,9.22895816653596,1.0,0.0,0
4,48,102.0,0,18,27,9.22895816653596,1.0,0.0,0
4,48,102.0,0,19,25,9.22895816653596,1.0,0.0,0
4,48,102.0,0,19,26,9.22895816653596,1.0,0.0,0
4,48,102.0,0,20,24,9.22895816653596,1.0,0.0,0
4,48,102.0,0,21,24,9.22895816653596,1.0,0.0,0
4,48,102.0,0,22,24,9.22895816653596,1.0,0.0,0
4,48,102.0,0,23,23,9.22895816653596,1.0,0.0,0
4,49,103.0,0,12,18,9.22895816653596,1.0,0.0,0
4,49,103.0,0,12,24,9.22895816653596,1.0,0.0,0
4,49,103.0,0,12,25,9.22895816653596,1.0,0.0,0
4,49,103.0,0,13,19,9.22895816653596,1.0,0.0,0
4,49,103.0,0,13,23,9.22895816653596,1.0,0.0,0
4,49,103.0,0,13,26,9.22895816653596,1.0,0.0,0
4,49,103.0,0,14,19,9.22895816653596,1.0,0.0,0
4,49,103.0,0,14,20,9.22895816653596,1.0,0.0,0
4,49,103.0,0,14,21,9.22895816653596,1.0,0.0,0
4,49,103.0,0,14,22,9.22895816653596,1.0,0.0,0
4,49,103.0,0,14,26,9.22895816653596,1.0,0.0,0
4,49,103.0,0,15,27,9.22895816653596,1.0,0.0,0
4,49,103.0,0,16,27,9.22895816653596,1.0,0.0,0
4,49,103.0,0,17,27,9.22895816653596,1.0,0.0,0
4,49,103.0,0,18,27,9.22895816653596,1.0,0.0,0
